Date,Open,High,Low,Close,Adj Close,Volume
2023-12-14,132.300003,133.250000,131.500000,132.000000,129.393021,43372143
2023-12-15,133.399994,136.750000,133.000000,136.449997,133.755127,77377446
2023-12-18,136.850006,137.600006,135.100006,136.600006,133.902176,38461877
2023-12-19,136.649994,137.600006,134.800003,135.399994,132.725876,27726431
2023-12-20,135.899994,136.149994,128.750000,129.750000,127.187462,39495961
2023-12-21,128.699997,131.449997,127.849998,131.000000,128.412781,34914399
2023-12-22,132.399994,134.750000,131.750000,133.550003,130.912415,37357334
2023-12-26,134.699997,136.100006,134.449997,135.199997,132.529816,25936447
2023-12-27,135.850006,138.899994,135.500000,137.199997,134.490326,48101400
2023-12-28,138.149994,138.750000,136.850006,138.149994,135.421555,34661176
2023-12-29,138.600006,141.250000,137.149994,139.600006,136.842926,49202910
2024-01-01,140.000000,140.949997,139.050003,139.850006,137.087997,21186105
2024-01-02,140.500000,140.600006,137.050003,139.600006,136.842926,27764060
2024-01-03,139.500000,139.600006,134.350006,135.350006,132.676865,45176618
2024-01-04,136.000000,136.350006,134.000000,134.250000,131.598587,43913498
2024-01-05,135.000000,135.949997,132.850006,133.649994,131.010437,71330190
2024-01-08,135.300003,135.949997,131.750000,132.000000,129.393021,39559717
2024-01-09,133.500000,134.800003,132.500000,133.649994,131.010437,30736868
2024-01-10,133.800003,134.699997,132.100006,134.100006,131.451553,27213624
2024-01-11,134.850006,135.649994,134.199997,134.899994,132.235748,23113349
2024-01-12,135.800003,136.250000,134.649994,135.300003,132.627853,32883921
2024-01-15,136.000000,136.250000,133.949997,134.899994,132.235748,34158775
2024-01-16,134.699997,138.500000,134.000000,137.250000,134.539337,56361287
2024-01-17,135.449997,135.750000,131.399994,131.649994,129.049927,58982971
2024-01-18,131.649994,132.250000,128.199997,131.000000,128.412781,45273496
2024-01-19,132.600006,134.699997,131.600006,134.250000,131.598587,32653013
2024-01-23,134.800003,135.199997,129.300003,130.100006,127.530556,35373970
2024-01-24,130.199997,135.550003,130.100006,135.149994,132.480804,39340119
2024-01-25,136.500000,136.500000,132.000000,133.750000,131.108459,61358839
2024-01-29,134.699997,135.399994,133.500000,135.000000,132.333771,29745400
2024-01-30,135.600006,137.699997,134.500000,134.699997,132.039703,35704185
2024-01-31,135.000000,136.699997,134.500000,135.949997,133.265015,36079354
2024-02-01,136.399994,136.750000,134.500000,134.800003,132.137726,31701793
2024-02-02,135.300003,139.600006,134.800003,138.699997,135.960693,69296192
2024-02-05,140.000000,143.350006,139.350006,141.550003,138.754410,80737626
2024-02-06,143.000000,145.100006,140.449997,144.649994,141.793182,53192936
2024-02-07,146.850006,147.399994,144.050003,144.399994,141.548126,61517064
2024-02-08,145.300003,145.649994,143.050003,143.649994,140.812927,38997666
2024-02-09,144.199997,144.449997,139.149994,141.300003,138.509354,35961925
2024-02-12,142.000000,142.949997,136.649994,137.399994,134.686371,36477544
2024-02-13,137.750000,138.250000,134.100006,137.850006,135.127487,39155909
2024-02-14,137.000000,141.500000,135.750000,141.199997,138.411316,29141690
2024-02-15,141.500000,143.449997,141.000000,141.199997,138.411316,31587387
2024-02-16,142.050003,143.449997,141.500000,142.300003,139.489609,22316127
2024-02-19,142.949997,143.350006,141.350006,141.949997,139.146515,16973568
2024-02-20,141.949997,142.250000,140.050003,141.050003,138.264297,24291123
2024-02-21,141.550003,146.199997,141.449997,143.899994,141.057999,88000833
2024-02-22,145.000000,146.149994,143.500000,145.899994,143.018494,46728176
2024-02-23,146.399994,147.100006,145.000000,145.449997,142.577393,28414697
2024-02-26,145.850006,145.949997,142.250000,142.649994,139.832687,22570277
2024-02-27,142.649994,144.500000,142.000000,144.199997,141.352066,24119469
2024-02-28,144.050003,144.949997,140.050003,140.750000,137.970215,20721926
2024-02-29,140.800003,141.850006,139.399994,140.850006,138.068237,32248156
2024-03-01,143.000000,150.649994,143.000000,149.949997,146.988510,123709943
2024-03-04,154.899994,154.899994,151.050003,153.100006,150.076309,67577785
2024-03-05,153.199997,154.000000,150.750000,151.850006,148.850998,37165490
2024-03-06,151.800003,152.649994,147.899994,151.600006,148.605927,51782444
2024-03-07,152.399994,159.149994,152.250000,157.250000,154.144348,124847699
2024-03-11,158.899994,158.899994,153.000000,153.449997,150.419388,54155385
2024-03-12,154.199997,154.550003,150.899994,152.500000,149.488159,34947937
2024-03-13,152.800003,152.899994,142.500000,143.649994,140.812927,70937597
2024-03-14,143.600006,143.949997,138.350006,142.449997,139.636642,91956952
2024-03-15,142.899994,143.699997,139.850006,141.699997,138.901443,68482621
2024-03-18,142.550003,150.250000,142.199997,149.699997,146.743454,166913078
2024-03-19,149.000000,152.449997,147.600006,148.750000,145.812210,105004268
2024-03-20,149.600006,150.649994,143.850006,145.649994,142.773438,77550319
2024-03-21,148.000000,151.199997,147.800003,150.100006,147.135559,84225737
2024-03-22,149.000000,152.750000,148.350006,151.800003,148.801987,68241556
2024-03-26,151.149994,153.399994,150.500000,152.399994,149.390121,52965508
2024-03-27,152.449997,154.100006,152.000000,152.699997,149.684204,35328794
2024-03-28,152.699997,157.000000,152.699997,155.850006,152.772003,62575327
2024-04-01,156.800003,163.899994,156.500000,163.149994,159.927811,84583929
2024-04-02,162.949997,165.500000,161.800003,164.649994,161.398193,69533405
2024-04-03,164.649994,166.250000,163.100006,163.649994,160.417938,50938559
2024-04-04,165.550003,165.949997,161.000000,163.399994,160.172867,61094750
2024-04-05,163.899994,164.149994,160.800003,163.350006,160.123871,44668121
2024-04-08,166.949997,166.949997,164.199997,165.199997,161.937332,48255703
2024-04-09,166.000000,169.800003,165.199997,166.000000,162.721527,63884687
2024-04-10,167.300003,169.199997,164.500000,165.050003,161.790298,64134758
2024-04-12,166.000000,166.000000,163.000000,163.500000,160.270905,55317636
2024-04-15,161.800003,164.699997,158.600006,160.850006,157.673248,66426404
2024-04-16,160.850006,162.449997,159.000000,160.050003,156.889038,41391261
2024-04-18,160.899994,164.000000,159.149994,160.050003,156.889038,68093672
2024-04-19,160.000000,162.500000,157.300003,162.100006,158.898560,60078229
2024-04-22,163.800003,164.699997,161.500000,161.850006,158.653503,39304790
2024-04-23,163.500000,163.500000,160.800003,161.149994,157.967316,30295177
2024-04-24,162.449997,166.899994,161.449997,165.550003,162.280426,59894921
2024-04-25,165.399994,168.000000,164.149994,167.699997,164.387955,50128523
2024-04-26,168.000000,170.699997,165.250000,165.800003,162.525482,65355111
2024-04-29,168.199997,169.600006,166.899994,167.399994,164.093872,44906151
2024-04-30,168.399994,168.399994,164.500000,165.000000,161.741287,55043389
2024-05-02,165.000000,168.899994,165.000000,167.350006,164.044876,69320283
2024-05-03,168.949997,170.750000,165.149994,166.500000,163.211655,62573586
2024-05-06,167.949997,168.649994,164.699997,167.600006,164.289932,37621296
2024-05-07,167.949997,167.949997,162.300003,164.250000,161.006088,43611824
2024-05-08,164.199997,167.100006,163.500000,166.050003,162.770538,30128705
2024-05-09,165.949997,166.699997,161.500000,161.899994,158.702499,30223088
2024-05-10,163.199997,164.350006,161.850006,162.250000,159.045593,31472419
2024-05-13,162.449997,164.500000,158.050003,163.850006,160.613998,36561003
2024-05-14,164.100006,166.550003,163.500000,164.949997,161.692261,46261468
2024-05-15,164.949997,167.550003,164.949997,165.600006,162.329437,29601304
2024-05-16,167.250000,168.000000,162.300003,165.899994,162.623505,41126570
2024-05-17,166.600006,168.449997,165.449997,167.350006,164.044876,39181277
2024-05-21,168.500000,175.199997,167.949997,174.350006,170.906631,84833644
2024-05-22,175.449997,175.500000,171.500000,173.300003,169.877365,42919832
2024-05-23,173.050003,175.800003,170.500000,175.500000,172.033905,49377680
2024-05-24,174.949997,177.550003,174.149994,174.850006,171.396744,38674485
2024-05-27,177.699997,177.699997,174.850006,175.500000,172.033905,30410585
2024-05-28,175.899994,177.500000,173.449997,174.899994,171.445755,39208456
2024-05-29,174.750000,176.000000,173.500000,174.250000,170.808594,36575550
2024-05-30,172.000000,172.000000,163.350006,164.149994,160.908066,108813875
2024-05-31,166.050003,167.949997,164.000000,167.199997,163.897827,83713848
2024-06-03,173.250000,175.000000,168.850006,174.250000,170.808594,86397540
2024-06-04,174.500000,174.649994,148.149994,158.949997,155.810760,125042158
2024-06-05,162.149994,169.600006,159.000000,169.199997,165.858322,60098501
2024-06-06,170.000000,174.699997,169.399994,172.050003,168.652054,57920819
2024-06-07,172.000000,179.649994,170.800003,178.899994,175.366745,84319867
2024-06-10,180.210007,182.100006,177.360001,180.289993,176.729294,74286848
2024-06-11,180.500000,183.750000,180.500000,181.330002,177.748764,55555544
2024-06-12,182.250000,183.869995,181.500000,182.229996,178.630981,33304643
2024-06-13,183.399994,184.100006,180.509995,182.559998,178.954468,36669164
2024-06-14,182.949997,183.500000,181.399994,183.149994,179.532822,28509237
2024-06-18,183.800003,184.600006,180.600006,181.119995,177.542908,35032118
2024-06-19,182.449997,182.490005,179.309998,180.020004,176.464645,27476795
2024-06-20,181.600006,182.949997,179.369995,182.279999,178.680008,38837494
2024-06-21,179.399994,180.899994,178.179993,179.940002,179.940002,65494855
2024-06-24,177.440002,178.949997,175.100006,177.960007,177.960007,47597307
2024-06-25,177.990005,179.000000,175.250000,175.679993,175.679993,30599989
2024-06-26,175.679993,176.000000,171.839996,172.559998,172.559998,44006436
2024-06-27,172.559998,174.949997,171.800003,174.160004,174.160004,49767976
2024-06-28,174.169998,177.100006,173.570007,174.009995,174.009995,37521949
2024-07-01,174.500000,175.990005,173.509995,174.070007,174.070007,27807688
2024-07-02,174.470001,175.750000,173.600006,174.539993,174.539993,33359495
2024-07-03,174.539993,176.880005,174.399994,176.369995,176.369995,29090492
2024-07-04,177.000000,178.190002,175.820007,176.289993,176.289993,29504744
2024-07-05,176.199997,176.199997,173.399994,174.710007,174.710007,38123217
2024-07-08,174.600006,175.470001,172.089996,172.279999,172.279999,31479861
2024-07-09,173.600006,173.699997,171.509995,171.800003,171.800003,25127904
2024-07-10,172.500000,172.889999,167.020004,167.979996,167.979996,41525591
2024-07-11,170.000000,170.949997,168.669998,168.919998,168.919998,33987236
2024-07-12,170.199997,170.389999,168.009995,168.690002,168.690002,33311402
2024-07-15,168.690002,168.990005,165.800003,166.759995,166.759995,32635187
2024-07-16,167.800003,169.820007,166.699997,167.070007,167.070007,26505901
2024-07-18,167.610001,167.610001,164.440002,166.360001,166.360001,36568852
2024-07-19,166.000000,166.089996,157.199997,157.770004,157.770004,77987514
2024-07-22,158.399994,160.699997,156.410004,160.320007,160.320007,40353690
2024-07-23,161.600006,161.970001,155.000000,160.020004,160.020004,37077411
2024-07-24,160.020004,162.020004,159.190002,160.309998,160.309998,28086566
2024-07-25,158.500000,158.500000,156.899994,157.389999,157.389999,45155876
2024-07-26,158.750000,162.949997,158.210007,162.550003,162.550003,45642032
2024-07-29,164.699997,164.699997,162.330002,162.869995,162.869995,31754833
2024-07-30,162.899994,165.300003,161.309998,164.070007,164.070007,42824600
2024-07-31,166.289993,166.500000,163.550003,165.330002,165.330002,52769925
2024-08-01,168.199997,168.949997,160.899994,163.059998,163.059998,118341338
2024-08-02,161.000000,161.190002,154.720001,158.220001,158.220001,72427529
2024-08-05,153.660004,154.000000,149.000000,149.820007,149.820007,102883971
2024-08-06,151.210007,153.800003,149.610001,150.320007,150.320007,53507102
2024-08-07,153.699997,154.300003,151.899994,153.860001,153.860001,32029697
2024-08-08,153.399994,153.440002,150.000000,150.279999,150.279999,51858615
2024-08-09,153.000000,153.000000,151.250000,151.809998,151.809998,23290101
2024-08-12,151.000000,153.399994,149.880005,152.059998,152.059998,30550334
2024-08-13,152.100006,152.949997,148.500000,148.880005,148.880005,29396493
2024-08-14,149.899994,149.899994,142.350006,146.169998,146.169998,97911180
2024-08-16,148.000000,150.000000,146.460007,149.520004,149.520004,54131721
